      t[ns]     EtO1x     EtO1y     EtO1z     EtO2x     EtO2y     EtO2z     EtO3x     EtO3y     EtO3z     EtO4x     EtO4y     EtO4z     EtO5x     EtO5y     EtO5z     EtO6x     EtO6y     EtO6z     EtO7x     EtO7y     EtO7z     EtO8x     EtO8y     EtO8z     EtO9x     EtO9y     EtO9z    EtO10x    EtO10y    EtO10z    EtO11x    EtO11y    EtO11z    EtO12x    EtO12y    EtO12z    EtO13x    EtO13y    EtO13z    EtO14x    EtO14y    EtO14z    EtO15x    EtO15y    EtO15z    EtO16x    EtO16y    EtO16z    EtO17x    EtO17y    EtO17z    EtO18x    EtO18y    EtO18z    EtO19x    EtO19y    EtO19z    EtO20x    EtO20y    EtO20z    EtO21x    EtO21y    EtO21z    EtO22x    EtO22y    EtO22z    EtO23x    EtO23y    EtO23z    EtO24x    EtO24y    EtO24z    EtO25x    EtO25y    EtO25z    EtO26x    EtO26y    EtO26z    EtO27x    EtO27y    EtO27z
       29.90    -13.51   -105.40   -199.82    276.59    188.33    -37.44    -87.19     52.01    168.17    -30.83    -90.70   -193.09     35.52   -234.41    106.77     50.77     71.47    232.72    174.36    -20.21    321.99    -17.72      4.44    147.75    252.35    177.11     87.09     34.83    122.14    -19.99     81.37    302.94   -120.09     -3.93   -121.96    247.85     -3.33     23.82    -60.84    208.71   -109.45    116.55    168.79    321.15    149.79    103.72    177.92    -62.01    108.16    -50.56     26.58    -99.79   -164.24    -80.79    -70.65     74.18     -1.33    -19.65    -89.99    -65.30     72.03     41.05     71.10   -103.45   -134.86     52.00    -56.94    386.27    133.43    -94.67      8.24    116.29     51.07    356.29     45.19     77.81    -48.61     70.38     50.39    -43.72     60.90
       29.92    -20.08   -106.57   -199.08    280.93    190.00    -41.67    -88.97     53.04    165.53    -23.02    -87.95   -193.38     38.90   -233.73    105.00     46.21     74.21    234.77    171.72    -17.82    320.12    -10.24      5.96    149.53    259.41    180.66     89.30     35.60    124.93    -15.26     87.79    306.50   -125.54     -4.57   -121.43    249.99      3.29     26.63    -64.51    215.02   -105.98    117.79    172.43    317.27    151.27    102.64    175.13    -62.20    113.77    -51.19     27.25   -104.44   -165.32    -85.05    -69.79     69.09      3.43    -16.23    -90.20    -63.72     72.16     37.40     74.62   -100.64   -135.66     57.30    -59.90    387.86    134.05    -91.67     11.64    113.29     49.25    355.63     42.45     70.25    -50.59     67.69     47.68    -40.73     61.10
       29.94    -19.66   -110.13   -199.64    275.21    195.76    -49.45    -91.88     56.60    167.85    -23.73    -87.49   -197.65     39.22   -233.78    106.45     54.02     67.23    241.72    171.90    -20.29    319.19    -11.10     -0.07    147.65    252.91    182.45     92.35     32.56    123.07    -15.83     87.60    304.28   -127.00     -1.94   -111.96    249.90      6.44     22.75    -63.81    213.01   -105.68    119.93    173.01    316.89    148.19    107.20    173.91    -64.71    114.29    -50.00     31.64   -106.57   -166.72    -81.99    -61.86     68.06      2.07    -19.05    -88.55    -63.42     74.72     39.20     74.02    -98.96   -133.37     53.42    -56.08    386.93    133.19    -92.17      8.63    108.10     51.57    356.73     41.84     71.52    -50.76     66.03     51.99    -37.99     59.62
       29.96    -18.60   -109.74   -196.18    273.88    196.73    -47.74    -90.76     61.48    164.77    -23.68    -86.64   -196.46     39.50   -238.08    103.76     52.76     67.01    244.93    171.98    -17.89    320.20    -11.13      3.24    148.87    260.30    183.15     90.69     39.78    122.86    -16.72     90.73    306.88   -132.32      0.14   -113.65    249.51     -0.80     24.65    -69.58    218.86   -102.00    115.69    169.76    311.81    148.37    103.74    174.76    -67.45    116.03    -51.30     28.59   -105.17   -171.35    -82.10    -61.97     66.36      3.80    -17.17    -88.84    -66.37     70.22     33.37     76.63    -94.43   -138.25     54.59    -49.85    380.27    137.14    -90.16      9.50    105.28     54.50    355.79     45.96     70.30    -45.86     66.00     44.42    -43.74     62.66
       29.98    -18.19   -109.61   -195.67    272.07    202.49    -48.62    -93.76     64.58    166.03    -20.10    -89.54   -198.24     35.73   -234.16    105.35     53.95     70.35    240.79    171.39    -18.92    326.98    -11.60     -1.11    147.51    258.92    187.31     96.45     39.80    124.35    -18.65     85.32    309.62   -128.99      1.96   -119.24    248.15     -6.27     26.86    -69.02    220.00   -105.18    112.21    166.69    312.16    153.17    103.08    176.24    -60.72    117.78    -49.99     26.92   -105.32   -174.88    -77.79    -62.86     67.87      3.41    -16.19    -89.82    -61.20     77.75     30.46     85.33    -99.24   -134.59     50.20    -49.77    383.50    133.60    -88.54      5.97    108.65     55.30    351.54     47.69     72.76    -46.85     66.58     44.46    -41.66     64.42
       30.00    -15.04   -109.56   -191.24    268.30    207.84    -54.99    -86.87     63.42    167.11    -22.63    -94.07   -198.73     38.75   -236.26    105.15     52.74     68.68    239.65    183.27    -27.41    328.12    -10.77      2.61    148.87    263.17    189.31     94.83     38.00    126.18    -19.75     85.90    306.94   -129.65     -0.17   -117.38    248.81     -5.27     24.13    -77.33    221.77   -105.67    108.31    162.41    307.79    152.24     98.48    182.21    -55.72    117.31    -48.64     21.67   -105.27   -175.68    -72.36    -57.62     72.92      3.70    -16.77    -92.88    -60.03     78.37     25.29     84.57    -96.40   -135.74     50.87    -49.15    383.47    133.33    -90.59      7.18    110.15     57.72    350.51     45.22     73.17    -45.99     67.22     40.90    -39.49     61.87
       30.02     -9.83   -114.03   -194.90    266.33    206.12    -51.34    -88.72     61.64    166.30    -24.52    -96.40   -202.24     42.84   -238.99    102.44     57.17     71.83    243.51    187.12    -26.87    326.03    -16.15      6.20    152.66    262.15    182.79     97.90     36.86    126.28    -22.00     89.96    308.32   -133.03      8.38   -117.28    250.51     -1.78     21.55    -78.89    223.59   -104.15    107.87    160.23    304.46    148.67     97.37    182.81    -61.45    114.27    -43.75     25.93   -101.02   -179.55    -71.47    -59.72     72.57      4.75    -16.91    -93.84    -60.79     83.19     28.01     86.76    -93.24   -133.15     50.41    -52.98    379.69    135.02    -83.83      3.73    107.21     56.24    349.21     41.08     76.39    -48.75     65.33     34.45    -39.83     62.52
       30.04     -7.19   -106.50   -192.96    266.94    207.67    -54.87    -86.72     60.74    168.67    -25.71    -95.85   -202.12     42.45   -236.01    107.55     62.66     73.26    241.46    190.98    -25.87    323.81    -15.29      8.90    155.90    260.30    182.71     95.09     36.39    128.68    -23.44     86.12    304.59   -133.91     10.91   -116.91    251.27     -3.42     17.28    -80.77    227.34   -104.93    107.97    155.25    307.20    148.59    100.61    183.55    -61.33    113.65    -39.63     25.87   -104.08   -185.88    -69.51    -64.63     72.48      4.15    -10.51    -94.43    -60.74     79.31     32.74     87.91    -94.75   -130.80     51.31    -53.21    374.24    134.41    -83.60      5.90    112.26     63.60    353.41     46.81     85.20    -49.24     69.19     34.52    -45.30     59.07
       30.06    -11.68   -112.35   -191.11    266.05    205.30    -61.22    -89.16     64.59    174.78    -24.50    -98.29   -201.70     48.75   -238.82    104.08     59.28     75.74    242.13    189.77    -22.66    322.77     -9.92      9.22    162.85    260.87    188.02     97.53     38.25    129.05    -18.67     85.53    303.17   -133.66     11.60   -116.04    248.91     -5.17     13.02    -74.38    222.73   -103.11    110.02    148.66    307.74    145.45     94.96    184.64    -62.88    107.95    -39.60     26.76   -105.49   -188.19    -66.01    -66.39     80.03      2.50    -14.35    -97.96    -58.67     73.83     33.81     86.46    -95.04   -133.26     54.53    -56.31    369.03    138.44    -84.92      5.40    112.31     62.35    352.73     41.50     88.73    -49.35     67.95     33.97    -45.25     63.03
       30.08     -6.77   -108.13   -191.09    270.73    208.92    -62.03    -88.66     68.56    171.68    -26.88   -108.28   -198.16     41.76   -237.21    111.43     57.29     81.07    244.46    185.69    -26.02    318.40    -10.91     10.88    162.90    266.81    193.53     93.49     39.37    126.71    -21.72     81.81    306.83   -139.47     12.14   -111.14    241.08     -1.57     16.88    -71.68    219.80    -99.88    120.94    145.02    307.54    147.45     94.92    183.94    -66.27    111.73    -38.90     29.83   -102.67   -188.14    -67.41    -69.32     81.85      0.69    -14.24   -100.21    -55.80     70.55     33.63     81.09    -94.01   -132.59     56.58    -56.11    368.19    135.89    -87.38      4.83    113.51     61.12    349.11     44.75     86.00    -47.53     70.08     31.00    -46.89     62.77
       30.10     -9.26   -105.69   -192.10    270.81    213.28    -65.00    -85.66     64.10    166.12    -26.50   -101.49   -193.96     45.98   -236.85    110.37     50.05     77.98    248.42    186.75    -29.26    316.31    -12.43     13.28    165.87    263.36    189.02     96.76     50.05    127.20    -15.59     77.32    312.78   -141.15     10.25   -114.34    240.58     -6.74     14.75    -74.40    220.53   -104.07    124.63    148.34    312.42    147.80     97.54    181.66    -63.97    112.70    -38.90     24.87    -97.80   -181.54    -70.58    -66.06     83.55     -2.55    -13.78   -100.33    -57.66     72.17     33.10     84.78    -94.48   -134.29     58.07    -49.00    370.49    139.98    -85.53      1.41    117.11     61.39    353.68     46.82     79.91    -44.83     68.97     33.72    -49.22     62.87
       30.12    -10.21   -105.55   -191.24    273.44    213.14    -61.81    -78.01     69.93    160.38    -28.08   -101.15   -194.95     42.34   -237.33    110.05     52.96     79.78    246.12    185.15    -30.35    310.62    -13.15      8.65    168.69    265.82    188.57     96.44     47.67    126.46    -14.40     70.91    315.23   -140.28      9.16   -116.37    236.01     -7.03     14.99    -68.11    221.39   -106.76    130.63    141.67    313.11    151.56    105.71    181.43    -61.46    107.63    -38.85     24.59    -98.60   -178.06    -73.58    -69.75     83.64     -7.47    -10.67    -97.49    -53.29     75.15     34.24     83.00    -95.56   -133.66     59.82    -48.65    369.19    135.56    -87.96     -0.37    114.19     62.83    346.40     51.68     79.29    -44.48     72.86     34.33    -48.70     69.52
       30.14     -9.03   -108.15   -187.05    268.96    213.17    -58.49    -76.87     71.21    158.93    -32.94   -101.46   -196.64     42.44   -233.89    108.89     57.63     85.61    249.10    187.80    -29.60    310.57    -13.67      9.72    171.35    268.45    186.38    101.86     45.46    132.18    -19.13     67.56    306.97   -144.27     13.30   -114.75    234.69     -3.95      7.63    -69.19    218.15   -109.84    133.27    149.12    305.69    148.65    113.93    184.59    -59.04    107.71    -37.34     23.47   -100.04   -186.05    -75.87    -67.11     79.00     -1.02    -15.79    -98.64    -52.06     81.38     39.37     78.84   -103.79   -132.78     60.53    -49.69    366.96    134.91    -86.20     -0.76    113.70     57.92    351.36     49.87     79.51    -42.92     73.98     32.19    -48.88     66.87
       30.16     -9.34   -106.04   -188.37    270.94    207.10    -62.20    -77.13     72.20    153.96    -34.60   -100.41   -196.77     48.87   -236.13    107.05     64.51     83.22    248.46    180.57    -25.86    309.52    -10.76      8.75    178.85    272.46    182.83     98.94     50.03    131.42    -22.69     68.95    311.69   -146.48     13.72   -115.41    232.15     -2.95      6.21    -69.42    221.28   -108.45    140.62    150.59    308.04    151.63    115.63    184.34    -59.39    110.49    -38.70     19.01   -106.30   -182.39    -74.80    -71.31     76.54     -8.72     -9.72    -98.97    -54.02     74.53     45.95     72.07   -102.12   -125.95     57.10    -48.42    366.42    127.68    -87.53      1.59    108.11     58.27    349.59     49.90     80.80    -40.06     73.03     34.98    -48.12     72.11
       30.18     -8.51   -108.01   -185.60    270.75    208.92    -68.99    -79.04     73.62    155.27    -37.42   -103.77   -190.95     49.34   -229.77    104.48     61.36     80.26    249.54    184.42    -34.59    305.36     -7.22      9.21    171.39    271.10    183.74     95.84     47.29    133.84    -24.41     66.72    313.01   -143.53     13.24   -113.66    232.91      0.23     -1.00    -72.47    221.43   -109.61    139.72    148.23    311.91    147.33    116.36    187.25    -53.33    107.10    -34.36     21.71   -102.24   -179.96    -78.41    -69.74     77.50    -10.95     -4.58   -100.83    -51.81     78.78     51.99     70.27   -102.29   -132.09     56.90    -41.74    368.03    130.39    -87.32      0.87    116.53     61.22    352.58     55.14     82.44    -35.93     71.79     33.82    -49.61     70.99
       30.20     -6.37   -104.49   -182.94    267.62    207.71    -67.84    -81.54     73.78    142.54    -33.75   -103.68   -191.89     49.49   -225.17    109.22     62.40     76.36    250.79    180.86    -35.42    306.67     -2.75      7.72    175.04    272.44    186.82     92.53     44.55    140.09    -31.17     66.09    314.66   -144.12     14.93   -113.39    233.26      4.76      1.42    -70.20    223.71   -109.27    138.36    151.39    308.98    144.82    117.52    189.31    -54.51    104.95    -33.89     20.50   -102.70   -177.58    -77.27    -73.04     75.79    -12.38     -3.96   -102.08    -50.48     85.24     56.07     65.51   -102.68   -128.63     59.61    -34.63    367.93    128.02    -89.95      5.54    112.84     61.95    354.48     50.47     86.83    -42.89     65.66     31.30    -53.18     70.09
       30.22    -10.95   -106.71   -186.10    259.87    209.16    -65.55    -76.56     76.88    145.75    -38.03   -103.09   -189.37     57.80   -221.62    108.32     55.70     73.19    251.38    187.50    -31.61    300.96     -2.88      3.02    173.23    271.32    183.46     94.65     36.80    137.50    -34.67     70.16    318.27   -145.55     17.04   -110.36    234.59      8.76      2.03    -67.14    220.67   -105.25    135.35    151.60    309.15    147.15    115.40    189.00    -54.48    111.06    -30.10     23.00    -98.32   -178.12    -77.16    -73.71     80.36    -13.42     -1.06   -105.34    -52.52     79.98     54.65     65.85   -105.87   -126.96     59.12    -39.75    365.19    125.49    -87.64      4.57    113.31     63.91    346.78     53.17     91.00    -41.97     63.39     28.57    -59.30     74.11
       30.24     -4.61   -103.69   -185.30    262.87    204.72    -62.50    -75.44     75.81    147.24    -28.38   -107.98   -186.32     60.93   -225.81    112.57     53.38     73.28    245.08    186.73    -29.96    302.13     -0.60      4.43    172.03    267.20    186.75     90.22     36.76    138.69    -34.72     63.06    312.46   -147.43     15.05   -114.31    232.97      9.43      2.96    -74.49    225.06   -106.97    138.04    144.03    311.44    146.07    117.07    189.23    -57.35    110.38    -34.86     21.19    -99.31   -178.29    -76.47    -76.68     81.73    -16.33      1.45   -109.97    -52.50     73.14     53.72     69.93   -110.72   -126.82     61.60    -38.78    365.60    126.91    -92.18      2.67    117.84     66.49    347.58     56.02     88.06    -34.09     60.51     31.54    -61.84     75.09
